Org ID,Organization Name,All Registration Steps Completed before the Deadline?,Reg Form Progress,"Number of ""Pending bCourse"" (Completed Signatory Agreement but not bCourse)","Number of finalized Signatories (Completed both Agreement and bCourse 
(Need 4 to 8)",Org Type,Callink page,Callink Advisor
236546,LatinUS,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/LatinUS,Millicent Morris-Chaney
193473,Latinx Alumni Ambassadors,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/claa,Alejandro Muro
91289,Latinx Business Student Association (Formerly Latino Business Student Association),Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/latinobusinessstudentassociation,Deepak Sharma
59585,Latinx Caucus,No,Approved,0,2,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/latinxcaucus,Alejandro Muro
324377,Latinx in Public Policy,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/latinxpublicpolicy,Alejandro Muro
46000,Latinx Pre-Law Society ,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/latinoprelawsociety,Deepak Sharma
322283,Latinx Social Work Caucus,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/latinxsocialworkcaucus,Dylan Howser
322111,Latinx Student Association at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/latinxstudentassociation,Alejandro Muro
91940,Latinx Undergraduates Comprometidxs en Servicio ,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/luces,Millicent Morris-Chaney
165841,Latinxs in Education,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/LED,Millicent Morris-Chaney
163843,Launchpad,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/launchpad,Deepak Sharma
63024,Laundry Love Project,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/laundryloveproject,Millicent Morris-Chaney
333498,Lavender Alliance at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/lavenderalliance,Mauro Sifuentes
91505,Law and Business Society at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/Lawandbusinesssociety,Deepak Sharma
91307,Law and Political Economy Society of Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/lpesoc,Dylan Howser
46362,Law and Society Graduate Association,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/LSGA,Dylan Howser
324634,Law Students for Immigrant Justice at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/lawstudentsforimmigrantjustice,Dylan Howser
127071,Law Students for Justice in Palestine,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/LSJP,Dylan Howser
46558,Law Students of African Descent,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/galawstudentsofafricandescent,Dylan Howser
163422,Lawyers Without Borders Student Division at UC Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/LWOB,Deepak Sharma
117506,Laya of Berkeley,Yes,Approved,0,6,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/layaofberkeley,Alejandro Muro
92113,LDS Student Association,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ldsstudentassociation,Millicent Morris-Chaney
91299,Le Cercle Français of Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/lecercle,Alejandro Muro
94332,LEAD & SAIT test group,No,Approved,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/leadsait,"None: For questions, contact the LEAD Center: lead@berkeley.edu, 432 Eshleman"
91374,LEAD Center Test Group,No,Not Started,0,1,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/leadcentertestgroup,"None: For questions, contact the LEAD Center: lead@berkeley.edu, 432 Eshleman"
94213,Lead Center Test Group 12,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/testgrouptwelve,Jeff Woods
91292,Leaders are Readers,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/leadersarereaders,Deepak Sharma
91816,"Leadership Committee, The",No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/leadershipcommittee,Deepak Sharma
65801,League of Filipino Students,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/LFS,Millicent Morris-Chaney
91344,Lean In at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/leanin,Alejandro Muro
326053,Lean On Me At Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/leanonme,Alejandro Muro
91988,Learning Enterprises at Berkeley,No,Approved,0,1,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/learningenterprisesatberkeley,Millicent Morris-Chaney
46454,Lebanese Student Association at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/lebanesestudentassociation,Alejandro Muro
91735,Left Coast Political Ecology at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/LeftCoastPoliticalEcology,Dylan Howser
91581,Left Libertarians at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/leftlibertarians,Millicent Morris-Chaney
46543,Legal Automation Workshop,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/LegalAutomationWorkshop,Dylan Howser
91215,Legends of Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/berkeleylegends,Millicent Morris-Chaney
46160,Let's Rise - Asian Mentorship Program,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/letsriseasianmentorship,Millicent Morris-Chaney
144563,Letters and Science at Work: Finance ,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/lettersandscienceatworkfinance,Deepak Sharma
159004,Letters and Science Undergraduate Business Network at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/UBNatBerkeley,Deepak Sharma
46544,Lettuce Turnip the Beets,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/lettuceturnipthebeets,Millicent Morris-Chaney
46117,Liberator,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/liberator,Millicent Morris-Chaney
46002,Liberty in North Korea at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/LiNK,Millicent Morris-Chaney
290173,Light Electric Vehicles at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/LightElectricVehiclesatBerkeley,Dylan Howser
92114,Lighthouse Campus Ministry,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/lighthousecampusministry,Millicent Morris-Chaney
46655,Lindy On Sproul,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/lindyonsproul,Alejandro Muro
223314,Linguaphile Student Association,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/LinguaphileStudentAssociation,Deepak Sharma
137707,"Literary Society of Berkeley, The (Formerly The Book Club of Berkeley)",Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/thebookclub,Millicent Morris-Chaney
138373,Literary Theory at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/littheory,Deepak Sharma
236807,Live Poets Society,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/livepoetssociety,Alejandro Muro
120548,Lobby Days Coalition at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/lobbydayscoalition,Dylan Howser
92026,Local Service Club,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/localserviceclub,Millicent Morris-Chaney
115676,Log Cabin Republicans at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/lgbtgop,Millicent Morris-Chaney
46452,Logging Sports Team,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/loggingsports,Millicent Morris-Chaney
122747,Logical Investment,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/logicalinvestment,Deepak Sharma
46571,Longboard Connection at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/longboardconnectionatberkeley,Millicent Morris-Chaney
302694,Love 4 Life ,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/love4life,Alejandro Muro
164866,Love Your Melon Campus Crew at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/lym,Millicent Morris-Chaney
46388,LUCERO Journal,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/galucero,Dylan Howser
321784,Lux International Consulting Group,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/luxinternationalconsulting,Deepak Sharma
74622,LW Passion Fellowship,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/passionlivingwater,Millicent Morris-Chaney
92118,LW Presence Fellowship ,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/presencefellowship,Millicent Morris-Chaney
91588,"Lyceum, The",No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/thelyceum,Deepak Sharma
289627,Macau Student Association,Yes,Approved,0,6,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/MacauStudentAssociation,Alejandro Muro
143254,Machine Learning at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/mlab,Deepak Sharma
91743,Made In A Free World,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/madeinafreeworld,Millicent Morris-Chaney
46123,maganda magazine,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/magandamagazine,Millicent Morris-Chaney
91970,"Magic Club, The",No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/magicclub,Alejandro Muro
46162,"Magnolia Project, The",No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/magnoliaprojectthe,Millicent Morris-Chaney
164973,Mahereza Nutrition and Health Center at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/MaherezaCenter,Millicent Morris-Chaney
91956,Mahjong Club,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/mahjong,Millicent Morris-Chaney
165236,Maimonides,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/Maimonides,Alejandro Muro
46004,Main Stacks Dance Team,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/mainstacksdanceteam,Alejandro Muro
92063,makenew Christian Fellowship,No,Inprogress,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/makenew,Millicent Morris-Chaney
139269,Malaysian Student Association at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/MaSA,Alejandro Muro
333659,Malion Circle at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/malioncircle,Millicent Morris-Chaney
91709,Management Consulting Club at Berkeley,No,Not Started,0,4,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/mccb,Deepak Sharma
91487,"Management, Entrepreneurship & Technology Student Board",Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/metstudentboard,Deepak Sharma
144245,Mandarin Class + Bible Study,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/mcbs,Millicent Morris-Chaney
79411,Mango Raasi,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/MangoRaasi,Alejandro Muro
91550,March of Dimes Collegiate Council,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/marchofdimesberkeley,Millicent Morris-Chaney
83049,Mariachi Luz de Oro,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/MariachiLuzdeOro,Alejandro Muro
303806,Market Diagnosis Group at Berkeley,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/marketdiagnosisgroup,Deepak Sharma
77194,Market-Inc.,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/MarketInc,Deepak Sharma
115822,Marketing Community at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/MComm,Deepak Sharma
91584,Marketplace,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/marketplace,Deepak Sharma
289688,Marvel Studios at California,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/MarvelStudiosatCalifornia,Alejandro Muro
157904,MassMind,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/massmind,Deepak Sharma
